,SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
233,1267989,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
234,1267990,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
235,1267996,GAS,000000-00-0,,6.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
236,1267996,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER MISCELLANEOUS OILS,NO,,
237,1267997,ONG,000000-00-0,,1.0,GALLON(S),NATURAL GAS CONDENSATE,YES,1.0,GALLON(S)
238,1267998,NCC,000000-00-0,,1000.0,GALLON(S),WASTEWATER,NO,,
239,1267999,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
240,1268000,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
241,1268002,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
242,1268006,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
243,1268007,ODS,000000-00-0,,400.0,GALLON(S),OIL: DIESEL,NO,,
244,1268008,NCC,000000-00-0,,9.0,BARREL(S),NO CHRIS CODE - PRODUCED WATER,YES,9.0,BARREL(S)
245,1268008,OIL,000000-00-0,,1.0,BARREL(S),OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
246,1268009,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL (POSSIBLE GAS AND SOME SAND),UNKNOWN,0.0,UNKNOWN AMOUNT
247,1268015,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL (MIXTURE OF GASOLINE AND DIESEL),UNKNOWN,0.0,UNKNOWN AMOUNT
248,1268016,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
249,1268018,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
250,1268020,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
251,1268021,TDI,000000-00-0,,0.0,UNKNOWN AMOUNT,"TOLUENE 2,4-DIISOCYANATE",YES,0.0,UNKNOWN AMOUNT
252,1268023,TDI,000000-00-0,,0.0,UNKNOWN AMOUNT,"TOLUENE 2,4-DIISOCYANATE",UNKNOWN,0.0,UNKNOWN AMOUNT
253,1268024,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,METHYLENE BISDITHENYL DIISOCYANATE,NO,,
254,1268024,TDI,000000-00-0,,0.0,UNKNOWN AMOUNT,"TOLUENE 2,4-DIISOCYANATE",NO,,
255,1268025,EAC,000140-88-5,,0.0,UNKNOWN AMOUNT,ETHYL ACRYLATE,NO,,
256,1268029,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
257,1268031,OIL,000000-00-0,,15.6,GALLON(S),OIL: CRUDE,YES,15.6,GALLON(S)
258,1268032,BNZ,000071-43-2,,19.8,POUND(S),BENZENE,NO,,
259,1268035,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",UNKNOWN,0.0,UNKNOWN AMOUNT
260,1268036,HDS,007783-06-4,,0.0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
261,1268037,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",UNKNOWN,0.0,UNKNOWN AMOUNT
262,1268038,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
263,1268039,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,NO,,
264,1268040,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
265,1268041,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
266,1268042,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
267,1268043,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
268,1268044,OHY,000000-00-0,,0.5,CUP(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
269,1268046,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
270,1268047,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
271,1268047,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
272,1268047,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
273,1268048,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN BROWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
274,1268049,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
275,1268050,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
276,1268051,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
277,1268052,OOD,000000-00-0,,4.0,DROP(S),"OIL, FUEL: NO. 1-D",YES,4.0,DROP(S)
278,1268054,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
279,1268056,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
280,1268057,ODS,000000-00-0,,150.0,GALLON(S),OIL: DIESEL,YES,150.0,GALLON(S)
281,1268058,PRP,000000-00-0,,2.0,BARREL(S),PROPANE,NO,,
282,1268060,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
283,1268061,NCC,000000-00-0,,2625.0,GALLON(S),CHIPOTLE SAUCE,YES,0.0,UNKNOWN AMOUNT
284,1268063,DZB,000000-00-0,,40.0,BARREL(S),DRILLING BRINE (WITH ZINC SALTS),YES,30.0,BARREL(S)
285,1268065,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,LEAD-BASED PAINT,UNKNOWN,0.0,UNKNOWN AMOUNT
286,1268066,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,ENGINE OIL,YES,0.0,UNKNOWN AMOUNT
287,1268069,OWA,000000-00-0,,0.0,UNKNOWN AMOUNT,WASTE OIL,NO,,
288,1268070,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
289,1268071,OTF,000000-00-0,,15.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,5.0,GALLON(S)
290,1268077,OMN,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0.0,UNKNOWN AMOUNT
291,1268078,OSX,000000-00-0,,480.0,BARREL(S),"OIL, FUEL: NO. 6",NO,,
292,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ALL TERRAIN VEHICLES,YES,0.0,UNKNOWN AMOUNT
293,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TIRES,YES,0.0,UNKNOWN AMOUNT
294,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,VEHICLES,YES,0.0,UNKNOWN AMOUNT
295,1268079,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
296,1268083,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
297,1268086,EGL,000107-21-1,,3.0,GALLON(S),ETHYLENE GLYCOL,YES,1.0,CUP(S)
298,1268088,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,YES,0.0,UNKNOWN AMOUNT
299,1268089,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
300,1268090,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
301,1268091,EGL,000107-21-1,,3.0,GALLON(S),ANTI-FREEZE,YES,3.0,GALLON(S)
302,1268092,OMT,000000-00-0,,150.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
303,1268093,HPO,000000-00-0,,100.0,POUND(S),HYDROGEN PEROXIDE (50%),NO,,
304,1268094,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
305,1268095,BNZ,000071-43-2,,25.6,POUND(S),BENZENE,NO,,
306,1268098,NCC,000000-00-0,,15.9,POUND(S),NITROGEN DIOXIDE,NO,,
307,1268098,NCC,000000-00-0,,15.9,POUND(S),NITROGEN OXIDE,NO,,
308,1268099,OTH,000000-00-0,,30.0,GALLON(S),JP-5 FUEL,NO,,
309,1268100,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
310,1268101,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
311,1268102,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
312,1268103,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
313,1268104,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
314,1268105,NCC,000000-00-0,,100.0,GALLON(S),MOLTEN SULFUR,YES,100.0,GALLON(S)
315,1268106,ONG,000000-00-0,,3600.0,OTHER,NATURAL GAS,NO,,
316,1268107,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
317,1268109,BNZ,000071-43-2,,10.0,POUND(S),BENZENE,NO,,
318,1268109,OIL,000000-00-0,,810.0,GALLON(S),OIL: CRUDE,NO,,
319,1268110,OHY,000000-00-0,,30.0,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
320,1268111,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
321,1268112,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
322,1268113,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
323,1268114,OSX,000000-00-0,,0.5,LITER(S),"OIL, FUEL: NO. 6 (VAPOR THAT CONDENSATED INTO DROPLET)",YES,0.0,UNKNOWN AMOUNT
324,1268115,OTD,000000-00-0,,4.0,DROP(S),"OIL, FUEL: NO. 2-D",YES,2.0,DROP(S)
325,1268116,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL (BIODEGRADEABLE),YES,5.0,GALLON(S)
326,1268118,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
327,1268119,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
328,1268122,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,NO,,
329,1268123,OIL,000000-00-0,,0.02,GALLON(S),OIL: CRUDE,YES,0.02,GALLON(S)
330,1268124,PCB,000000-00-0,,0.0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0.0,UNKNOWN AMOUNT
331,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CONSTRUCTION WASTE,YES,0.0,UNKNOWN AMOUNT
332,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HAZARDOUS MATERIALS,YES,0.0,UNKNOWN AMOUNT
333,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HOUSEHOLD HAZMAT,YES,0.0,UNKNOWN AMOUNT
334,1268125,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
335,1268125,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
336,1268127,DZB,000000-00-0,,0.0,UNKNOWN AMOUNT,DRILLING BRINE (WITH ZINC SALTS),YES,0.0,UNKNOWN AMOUNT
337,1268127,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
338,1268127,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
339,1268127,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
340,1268128,NCC,000000-00-0,,50.0,GALLON(S),TOLUENE DIISOCYANATE,NO,,
341,1268129,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
342,1268130,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
343,1268131,OTD,000000-00-0,,1500.0,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
344,1268132,OIL,000000-00-0,,0.0009,GALLON(S),OIL: CRUDE,YES,0.0009,GALLON(S)
345,1268133,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
346,1268134,ODS,000000-00-0,,40.0,GALLON(S),OIL: DIESEL,YES,1.0,PINT(S)
347,1268135,IPR,000078-79-5,,0.0,UNKNOWN AMOUNT,ISOPRENE,NO,,
348,1268136,OTD,000000-00-0,,1.0,PINT(S),"OIL, FUEL: NO. 2-D",YES,1.0,PINT(S)
349,1268137,OIL,000000-00-0,,1.38,GALLON(S),OIL: CRUDE,YES,1.38,GALLON(S)
350,1268138,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
351,1268139,ODS,000000-00-0,,4.0,OUNCE(S),OIL: DIESEL,YES,4.0,OUNCE(S)
352,1268140,OMN,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MINERAL",YES,10.0,GALLON(S)
353,1268140,PCB,000000-00-0,,0.0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,YES,0.0,UNKNOWN AMOUNT
354,1268141,OTD,000000-00-0,,5.0,GALLON(S),"OIL, FUEL: NO. 2-D",YES,5.0,GALLON(S)
355,1268143,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0.0,UNKNOWN AMOUNT
356,1268145,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
357,1268146,ODS,000000-00-0,,70.0,GALLON(S),OIL: DIESEL,NO,,
358,1268147,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
359,1268148,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
360,1268149,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
361,1268150,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SALT WATER,YES,0.0,UNKNOWN AMOUNT
362,1268150,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
363,1268151,OHY,000000-00-0,,2.0,GALLON(S),HYDRAULIC OIL,YES,2.0,GALLON(S)
364,1268152,OMT,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
365,1268153,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
366,1268154,ODS,000000-00-0,,1.0,GALLON(S),OIL: DIESEL,YES,1.0,GALLON(S)
367,1268156,OHY,000000-00-0,,275.0,GALLON(S),EDIBLE HYDRAULIC OIL,NO,,
368,1268157,NCC,000000-00-0,,23635.0,GALLON(S),MINE DRAINAGE,YES,0.0,UNKNOWN AMOUNT
369,1268158,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL (TURBINE OIL),NO,,
370,1268160,NCC,000000-00-0,,500.0,BARREL(S),PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
371,1268160,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
372,1268161,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
373,1268163,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
374,1268164,OTF,000000-00-0,,25.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,3.0,OUNCE(S)
375,1268165,NCC,000000-00-0,,300.0,GALLON(S),"ORGANIC PEROXIDE TYPE F, LIQUID 96% (UN3109)",UNKNOWN,0.0,UNKNOWN AMOUNT
376,1268166,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
377,1268166,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
378,1268167,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
379,1268168,NCC,000000-00-0,,300.0,GALLON(S),CHROMIC ACID,NO,,
380,1268169,OVG,000000-00-0,,2000.0,GALLON(S),STORM WATER AND VEGITABLE OIL MIXTURE,YES,2000.0,GALLON(S)
381,1268172,OIL,000000-00-0,,7.0,BARREL(S),OIL: CRUDE,NO,,
382,1268173,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
383,1268173,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
384,1268173,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
385,1268174,AMA,007664-41-7,,100.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
386,1268175,ASP,000000-00-0,,20.0,GALLON(S),ASPHALT SLURRY,YES,20.0,GALLON(S)
387,1268176,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
388,1268177,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
389,1268179,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
390,1268180,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
391,1268181,AMA,007664-41-7,,200.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
392,1268183,OHY,000000-00-0,,1.0,QUART(S),HYDRAULIC OIL,NO,,
393,1268184,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
394,1268185,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
395,1268186,NCC,000000-00-0,,300.0,GALLON(S),SEWAGE,NO,,
396,1268190,VCM,000075-01-4,,1.0,POUND(S),VINYL CHLORIDE,NO,,
397,1268191,POX,000075-56-9,,102.0,POUND(S),PROPYLENE OXIDE,NO,,
398,1268192,ODS,000000-00-0,,42.0,GALLON(S),OIL: DIESEL,NO,,
399,1268193,MAP,000000-00-0,,122.35,POUND(S),"METHYL ACETYLENE, PROPADIENE",NO,,
400,1268196,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
401,1268198,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
402,1268199,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
403,1268200,ODS,000000-00-0,,30.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
404,1268202,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,AUTOMOTIVE PAINT OVERSPRAY,NO,,
405,1268203,OLB,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
406,1268205,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,GARBAGE,YES,0.0,UNKNOWN AMOUNT
407,1268205,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
408,1268206,EGL,000107-21-1,,5.0,GALLON(S),ETHYLENE GLYCOL (ANITFREEZE),NO,,
409,1268206,ODS,000000-00-0,,82.0,GALLON(S),OIL: DIESEL,NO,,
410,1268206,OMT,000000-00-0,,12.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
411,1268207,OLB,000000-00-0,,10.0,GALLON(S),"OIL, MISC: LUBRICATING",YES,0.0,UNKNOWN AMOUNT
412,1268208,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,MIX OF GLYCOL AND CRUDE OIL,YES,0.0,UNKNOWN AMOUNT
413,1268209,ODS,000000-00-0,,40.0,GALLON(S),OIL: DIESEL,NO,,
414,1268210,AMA,007664-41-7,,100.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
415,1268211,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
416,1268212,OUN,000000-00-0,,1.0,GALLON(S),UNKNOWN OIL,YES,1.0,GALLON(S)
417,1268214,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,YES,0.0,UNKNOWN AMOUNT
418,1268215,OLB,000000-00-0,,10.0,GALLON(S),"OIL, MISC: LUBRICATING",YES,0.0,UNKNOWN AMOUNT
419,1268216,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
420,1268216,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
421,1268216,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
422,1268216,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
423,1268217,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,1.0,CUP(S)
424,1268218,GAS,000000-00-0,,120.0,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
425,1268219,ASX,000000-00-0,,38000.0,GALLON(S),ALUMINUM SULFATE SOLUTION (48%),NO,,
426,1268221,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
427,1268226,ONG,000000-00-0,,2778.0,MCF,NATURAL GAS,NO,,
428,1268228,OHY,000000-00-0,,0.25,CUP(S),HYDRAULIC OIL,YES,0.25,CUP(S)
429,1268229,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
430,1268230,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
431,1268231,OTH,000000-00-0,,1000.0,GALLON(S),TALL OIL,NO,,
432,1268232,ODS,000000-00-0,,200.0,GALLON(S),OIL: DIESEL,YES,200.0,GALLON(S)
433,1268234,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
434,1268237,MCR,007439-97-6,,1.0,POUND(S),MERCURY,NO,,
435,1268238,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,PREMIUM GASOLINE,NO,,
436,1268239,GAS,000000-00-0,,1.0,QUART(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1.0,QUART(S)
437,1268240,OWA,000000-00-0,,0.0,UNKNOWN AMOUNT,WASTE OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
438,1268241,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL,NO,,
439,1268242,NCC,000000-00-0,,100.0,GALLON(S),HIGH EXPANSION FOAM,YES,0.0,UNKNOWN AMOUNT
440,1268243,OTF,000000-00-0,,1.0,TEASPOON(S),"OIL, MISC: TRANSFORMER",YES,1.0,TEASPOON(S)
441,1268244,OTH,000000-00-0,,2.0,GALLON(S),WICKED GATE GREASE,YES,2.0,GALLON(S)
442,1268245,EGL,000107-21-1,,14.0,GALLON(S),ANTI-FREEZE,YES,0.0,UNKNOWN AMOUNT
443,1268246,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,NO,,
444,1268247,ODS,000000-00-0,,60.0,GALLON(S),OIL: DIESEL,NO,,
445,1268248,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,METALLIC DUST,NO,,
446,1268249,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
447,1268250,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
448,1268251,NCC,000000-00-0,,260000.0,GALLON(S),NON DISINFECTED TREATED WASTEWATER,YES,260000.0,GALLON(S)
449,1268252,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,YES,10.0,GALLON(S)
450,1268253,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ASBESTOS,NO,,
451,1268253,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,LEAD,NO,,
452,1268256,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
453,1268258,OMT,000000-00-0,,15.0,OUNCE(S),"OIL, MISC: MOTOR",YES,15.0,OUNCE(S)
454,1268259,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
455,1268260,KRS,000000-00-0,,500.0,GALLON(S),KEROSENE,YES,0.0,UNKNOWN AMOUNT
456,1268260,OTW,000000-00-0,,2500.0,GALLON(S),"OIL, FUEL: NO. 2",YES,0.0,UNKNOWN AMOUNT
457,1268261,OTH,000000-00-0,,2.0,OUNCE(S),OILY WASTE,YES,2.0,OUNCE(S)
458,1268263,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,COPPER,NO,,
459,1268263,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PLASTIC,NO,,
460,1268263,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0.0,UNKNOWN AMOUNT
