,SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
2444,1270098,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
2445,1270099,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,UNKNOWN,0.0,UNKNOWN AMOUNT
2446,1270100,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2447,1270101,OIL,000000-00-0,,4.0,BARREL(S),OIL: CRUDE,NO,,
2448,1270102,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2449,1270103,CRS,001319-77-3,,0.0,UNKNOWN AMOUNT,CRESOLS,YES,0.0,UNKNOWN AMOUNT
2450,1270104,OMT,000000-00-0,,20.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
2451,1270105,GAS,000000-00-0,,1000.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2452,1270105,ODS,000000-00-0,,7500.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
2453,1270106,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2454,1270108,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2455,1270109,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2456,1270110,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,MOLTEN SULFUR,NO,,
2457,1270115,OIL,000000-00-0,,0.3,GALLON(S),OIL: CRUDE,YES,0.3,GALLON(S)
2458,1270116,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
2459,1270117,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2460,1270120,OHY,000000-00-0,,2.0,TEASPOON(S),HYDRAULIC OIL,YES,2.0,TEASPOON(S)
2461,1270125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,NO CHRIS CODE- COAL,NO,,
2462,1270126,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,VARIOUS OILS,YES,0.0,UNKNOWN AMOUNT
2463,1270127,OMT,000000-00-0,,5.0,GALLON(S),"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
2464,1270128,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2465,1270129,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
2466,1270130,VCM,000075-01-4,,0.0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
2467,1270131,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2468,1270132,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2469,1270133,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
2470,1270134,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2471,1270136,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2472,1270138,OMN,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MINERAL",YES,10.0,GALLON(S)
2473,1270139,OIL,000000-00-0,,15.0,BARREL(S),OIL: CRUDE,YES,15.0,BARREL(S)
2474,1270141,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2475,1270142,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2476,1270143,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PLASTHALL 425 (NON HAZARDOUS PRODUCT),YES,0.0,UNKNOWN AMOUNT
2477,1270144,ONG,000000-00-0,,600000.0,CUBIC FEET,NATURAL GAS,NO,,
2478,1270145,NCC,000000-00-0,,200.0,POUND(S),FEED PELLETS,NO,,
2479,1270146,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
2480,1270147,EDC,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE DICHLORIDE,NO,,
2481,1270147,VCM,000075-01-4,,0.0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
2482,1270148,ODS,000000-00-0,,500.0,GALLON(S),OIL: DIESEL,NO,,
2483,1270150,ODS,000000-00-0,,30.0,GALLON(S),OIL: DIESEL,NO,,
2484,1270153,GAS,000000-00-0,,4.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,4.0,GALLON(S)
2485,1270154,OTH,000000-00-0,,30.0,GALLON(S),OILY BILGE WATER,YES,30.0,GALLON(S)
2486,1270156,GAS,000000-00-0,,10.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2487,1270157,BTR,000000-00-0,,1.0,CUP(S),BUTYRALDEHYDE,NO,,
2488,1270158,OTF,000000-00-0,,5.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,3.0,GALLON(S)
2489,1270162,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
2490,1270163,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
2491,1270163,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,GREASE,YES,0.0,UNKNOWN AMOUNT
2492,1270165,OIL,000000-00-0,,6.0,CUP(S),OIL: CRUDE,YES,6.0,CUP(S)
2493,1270166,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
2494,1270167,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
2495,1270168,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2496,1270169,ODS,000000-00-0,,150.0,GALLON(S),OIL: DIESEL,NO,,
2497,1270171,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
2498,1270175,OTW,000000-00-0,,1.0,GALLON(S),"OIL, FUEL: NO. 2",YES,1.0,GALLON(S)
2499,1270176,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL FILTERS,NO,,
2500,1270176,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TIRES,NO,,
2501,1270176,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
2502,1270177,OTH,000000-00-0,,1.0,GALLON(S),HEAVY FUEL OIL,YES,0.0,UNKNOWN AMOUNT
2503,1270182,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
2504,1270183,MLT,000121-75-5,,0.0,UNKNOWN AMOUNT,MALATHION,NO,,
2505,1270183,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,BVA 13,NO,,
2506,1270184,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2507,1270185,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2508,1270186,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
2509,1270187,GAS,000000-00-0,,3.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
2510,1270188,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2511,1270189,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDROGEN,NO,,
2512,1270190,OTH,000000-00-0,,0.00538,GALLON(S),PRODUCED WATER,YES,0.00538,GALLON(S)
2513,1270191,ONG,000000-00-0,,600000.0,CUBIC FEET,NATURAL GAS,NO,,
2514,1270193,UNK,000000-00-0,,55.0,GALLON(S),UNKNOWN MATERIAL,YES,55.0,GALLON(S)
2515,1270194,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2516,1270195,ODS,000000-00-0,,1.0,CUP(S),OIL: DIESEL,YES,0.5,CUP(S)
2517,1270197,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2518,1270197,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
2519,1270198,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
2520,1270200,OHY,000000-00-0,,35.0,GALLON(S),HYDRAULIC OIL,NO,,
2521,1270201,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2522,1270203,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2523,1270204,OTH,000000-00-0,,1000.0,GALLON(S),"PROCESS WATER CONTAINING HYDRAULIC OIL, DRYER DELUGE, BOILER BLOW DOWN WATER",YES,1000.0,GALLON(S)
2524,1270205,ODS,000000-00-0,,70.0,GALLON(S),OIL: DIESEL,YES,3.0,GALLON(S)
2525,1270208,ODS,000000-00-0,,65.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
2526,1270209,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
2527,1270210,OHY,000000-00-0,,1.0,OUNCE(S),HYDRAULIC OIL,YES,1.0,OUNCE(S)
2528,1270211,NTX,010102-43-9,,172.0,POUND(S),NITROGEN OXIDE,NO,,
2529,1270211,SFD,000000-00-0,,2200.0,POUND(S),SULFUR DIOXIDE,NO,,
2530,1270214,GAS,000000-00-0,,300.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2531,1270215,BAR,000000-00-0,,0.0,UNKNOWN AMOUNT,"BUTYL ACRYLATE (INH)(ISO-, N-, &",NO,,
2532,1270215,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
2533,1270216,BTC,000000-00-0,,0.0,UNKNOWN AMOUNT,N-BUTYL ACRYLATE,YES,0.0,UNKNOWN AMOUNT
2534,1270219,BTC,000000-00-0,,0.0,UNKNOWN AMOUNT,N-BUTYL ACRYLATE,YES,0.0,UNKNOWN AMOUNT
2535,1270220,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN GREEN MATERIAL,YES,0.0,UNKNOWN AMOUNT
2536,1270221,NCC,000000-00-0,,4000.0,GALLON(S),"PROCESSED WATER/ MAY CONTAIN COAGULANT, RAPESEED OIL,",YES,0.0,UNKNOWN AMOUNT
2537,1270222,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2538,1270224,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2539,1270225,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
2540,1270226,NCC,000000-00-0,,1500.0,GALLON(S),BIOFUEL ADDITIVE,NO,,
2541,1270227,ODS,000000-00-0,,2500.0,GALLON(S),BIO-DIESEL,NO,,
2542,1270228,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
2543,1270229,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN LIQUID,YES,0.0,UNKNOWN AMOUNT
2544,1270230,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
2545,1270231,ODS,000000-00-0,,3.0,GALLON(S),OIL: DIESEL,YES,3.0,GALLON(S)
2546,1270231,OMT,000000-00-0,,2.0,GALLON(S),"OIL, MISC: MOTOR",YES,2.0,GALLON(S)
2547,1270232,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,FEEDER OIL,NO,,
2548,1270233,NCC,000000-00-0,,10.0,TON(S),COAL,NO,,
2549,1270233,ODS,000000-00-0,,30.0,GALLON(S),OIL: DIESEL,NO,,
2550,1270234,NCC,000000-00-0,,625.0,POUND(S),UNKNOWN VOC,NO,,
2551,1270235,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
2552,1270236,SXX,000000-00-0,,200.0,POUND(S),SULFUR,YES,0.0,UNKNOWN AMOUNT
2553,1270237,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2554,1270238,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2555,1270239,OHY,000000-00-0,,50.0,GALLON(S),HYDRAULIC OIL,NO,,
2556,1270240,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
2557,1270241,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2558,1270242,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
2559,1270244,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
2560,1270245,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2561,1270246,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2562,1270249,OVG,000000-00-0,,2.0,GALLON(S),COOKING OIL,YES,2.0,GALLON(S)
2563,1270250,CLX,007782-50-5,,0.0,UNKNOWN AMOUNT,CHLORINE,UNKNOWN,0.0,UNKNOWN AMOUNT
2564,1270254,OIL,000000-00-0,,4.0,BARREL(S),OIL: CRUDE,NO,,
2565,1270259,CPS,000000-00-0,,1.0,CUBIC FEET, POTASSIUM HYDROXIDE SOLUTION,NO,,
2566,1270260,OHY,000000-00-0,,1.0,QUART(S),HYDRAULIC OIL,YES,1.0,QUART(S)
2567,1270261,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0.0,UNKNOWN AMOUNT
2568,1270261,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
2569,1270263,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2570,1270265,ODS,000000-00-0,,30.0,GALLON(S),OIL: DIESEL,NO,,
2571,1270266,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2572,1270267,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2573,1270268,OHY,000000-00-0,,300.0,GALLON(S),HYDRAULIC OIL,NO,,
2574,1270269,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2575,1270272,OTH,000000-00-0,,100.0,GALLON(S),JET A FUEL,NO,,
2576,1270277,OTF,000000-00-0,,2.0,GALLON(S),"OIL, MISC: TRANSFORMER (UNKNOWN PCB)",NO,,
2577,1270279,NCC,000000-00-0,,500.0,GALLON(S),SEWAGE,NO,,
2578,1270282,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PAINT,NO,,
2579,1270282,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PAINT THINNER,NO,,
2580,1270282,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
2581,1270284,OMN,000000-00-0,,180.0,GALLON(S),"OIL, MISC: MINERAL (NON PCB)",NO,,
2582,1270285,EGL,000107-21-1,,15.0,GALLON(S),ETHYLENE GLYCOL,NO,,
2583,1270286,ODS,000000-00-0,,300.0,GALLON(S),OIL: DIESEL,NO,,
2584,1270287,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2585,1270288,DCH,000000-00-0,,0.0,UNKNOWN AMOUNT,"1,1-DICHLOROETHANE",NO,,
2586,1270288,ECL,000075-00-3,,0.0,UNKNOWN AMOUNT,ETHYL CHLORIDE,NO,,
2587,1270288,ETL,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE,NO,,
2588,1270288,HDC,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDROGEN CHLORIDE,NO,,
2589,1270288,VCM,000075-01-4,,0.0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
2590,1270290,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
2591,1270291,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
2592,1270291,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2593,1270291,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
2594,1270293,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
2595,1270294,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2596,1270295,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
2597,1270295,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
2598,1270296,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
2599,1270297,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
2600,1270298,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2601,1270299,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,FUEL,UNKNOWN,0.0,UNKNOWN AMOUNT
2602,1270299,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2603,1270299,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
2604,1270300,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2605,1270301,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2606,1270302,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
2607,1270303,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,"UNKNOWN MATERIALS, GASSES",NO,,
2608,1270305,ODS,000000-00-0,,4.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
2609,1270306,ODS,000000-00-0,,80.0,GALLON(S),OIL: DIESEL,NO,,
2610,1270308,ODS,000000-00-0,,35.0,GALLON(S),OIL: DIESEL,NO,,
2611,1270309,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
2612,1270310,ODS,000000-00-0,,80.0,GALLON(S),OIL: DIESEL,NO,,
2613,1270311,OHY,000000-00-0,,10.0,GALLON(S),HYDRAULIC OIL,YES,10.0,GALLON(S)
2614,1270313,OHY,000000-00-0,,1.0,QUART(S),"HYDRAULIC OIL, ENVIRO FRIENDLY",YES,1.0,QUART(S)
2615,1270314,EGL,000107-21-1,,0.75,GALLON(S),ETHYLENE GLYCOL,NO,,
2616,1270315,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2617,1270315,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
2618,1270317,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
2619,1270318,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2620,1270321,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN ODOR,NO,,
2621,1270322,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0.0,UNKNOWN AMOUNT
2622,1270322,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
2623,1270322,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0.0,UNKNOWN AMOUNT
2624,1270322,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2625,1270324,ODS,000000-00-0,,175.0,GALLON(S),OIL: DIESEL,NO,,
2626,1270325,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PROCESSED WASTEWATER,YES,0.0,UNKNOWN AMOUNT
2627,1270327,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2628,1270329,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2629,1270330,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
2630,1270334,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
2631,1270335,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2632,1270336,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2633,1270337,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
2634,1270338,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2635,1270339,OTD,000000-00-0,,1.0,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
2636,1270340,GAS,000000-00-0,,50.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2637,1270341,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2638,1270342,OLB,000000-00-0,,1.0,LITER(S),"OIL, MISC: LUBRICATING",YES,1.0,LITER(S)
2639,1270344,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
2640,1270346,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2641,1270347,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
2642,1270348,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
2643,1270349,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
2644,1270351,VCM,000075-01-4,,0.0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
2645,1270352,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
2646,1270353,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CONSTRUCTION SITE SLUDGE,YES,0.0,UNKNOWN AMOUNT
2647,1270355,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
2648,1270356,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
2649,1270357,NCC,000000-00-0,,15000.0,GALLON(S),PROCESSED WATER,NO,,
2650,1270357,SFA,007664-93-9,,50.0,GALLON(S), 93% SULFURIC ACID,NO,,
2651,1270358,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2652,1270359,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2653,1270360,OTH,000000-00-0,,25.0,GALLON(S),"OIL, GREASE AND WATER MIXTURE",UNKNOWN,0.0,UNKNOWN AMOUNT
2654,1270361,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
2655,1270362,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0.0,UNKNOWN AMOUNT
2656,1270363,OIL,000000-00-0,,0.68,GALLON(S),OIL: CRUDE,YES,0.68,GALLON(S)
2657,1270364,OTH,000000-00-0,,1.0,TEASPOON(S),SLOP OIL,YES,1.0,TEASPOON(S)
2658,1270366,GAS,000000-00-0,,18.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
2659,1270367,DCH,000000-00-0,,0.0,UNKNOWN AMOUNT,"1,1-DICHLOROETHANE",NO,,
2660,1270367,ETL,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE,NO,,
2661,1270367,HDC,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDROGEN CHLORIDE GAS,NO,,
2662,1270368,OIL,000000-00-0,,2000.0,BARREL(S),OIL: CRUDE,NO,,
2663,1270369,OIL,000000-00-0,,527.16,GALLON(S),OIL: CRUDE,YES,527.16,GALLON(S)
2664,1270370,OHY,000000-00-0,,40.0,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
2665,1270371,NCC,000000-00-0,,1000000.0,GALLON(S),WASTE WATER CONTAINING BIOSOLIDS,YES,0.0,UNKNOWN AMOUNT
2666,1270371,SHD,001310-73-2,,14890.0,POUND(S),SODIUM HYDROXIDE,YES,0.0,UNKNOWN AMOUNT
2667,1270372,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
2668,1270373,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
